hexID,species,LAT,LON,NumObs,kingdom
13104,Anacystis thermalis,5.183333,-1.3,1,Bacteria
13104,Aphanizomenon flosaquae,5.56,-0.344,1,Bacteria
13104,Aphanothece elabens,5.58,-0.1,1,Bacteria
13104,Aphanothece stagnina,5.133333,-1.25,1,Bacteria
13104,Aphanothece stagnina,5.14,-1.25,1,Bacteria
13104,Blennothrix glutinosa,5.083333,-1.35,1,Bacteria
13104,Blennothrix glutinosa,5.55,-0.183333,1,Bacteria
13104,Calothrix crustacea,5.05,-1.483333,1,Bacteria
13104,Chroococcus turgidus,5.12,-1.27,1,Bacteria
13104,Cylindrospermum majus,5.133333,-1.3,1,Bacteria
13104,"Dolichospermum (Ralfs ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek, 2009",5.56,-0.344,1,Bacteria
13104,Geitlerinema splendidum,5.15,-1.316667,1,Bacteria
13104,Gloeocapsa alpicola,5.56,-0.344,1,Bacteria
13104,Gloeocapsa atrata,5.05,-1.483333,5,Bacteria
13104,Gloeocapsa atrata,5.616667,-0.233333,1,Bacteria
13104,Gomphosphaeriaceae,5.56,-0.344,1,Bacteria
13104,Hapalosiphon pumilus,5.133333,-1.3,1,Bacteria
13104,Lactiplantibacillus garii,5.556,-0.1969,1,Bacteria
13104,Leptolyngbya nostocorum,5.616667,-0.233333,1,Bacteria
13104,Microcoleus chthonoplastes,5.55,-0.216667,1,Bacteria
13104,Microcystis aeruginosa,5.183333,-1.3,1,Bacteria
13104,Microcystis aeruginosa,5.2,-1.28,1,Bacteria
13104,Microcystis aeruginosa,5.56,-0.344,1,Bacteria
13104,Nodularia spumigena,5.56,-0.344,1,Bacteria
13104,Oscillatoriaceae,5.56,-0.344,1,Bacteria
13104,Schizothrix calcicola,5.1,-1.25,2,Bacteria
13104,Schizothrix calcicola,5.133333,-1.3,1,Bacteria
13104,Schizothrix calcicola,5.55,-0.216667,1,Bacteria
13104,Sirocoleum kurzii,5.05,-1.483333,1,Bacteria
13104,Spirulina princeps,5.133333,-1.3,1,Bacteria
13104,Symplocastrum friesii,5.133333,-1.3,1,Bacteria
13104,Tolypothrix lanata,5.133333,-1.3,1,Bacteria
13104,"Wolbachia Hertig, 1936",5.66,-0.19,1,Bacteria
13104,Asterionella glacialis,5.10746,-1.24307,1,Chromista
13104,Asterionella kariana,5.10746,-1.24307,1,Chromista
13104,Asterocladon rhodochortonoides,5.466667,-0.4,1,Chromista
13104,Bachelotia antillarum,5.587558,-0.078678,1,Chromista
13104,Bacteriastrum Shadbolt,5.10746,-1.24307,2,Chromista
13104,Ceratium hirundinella,5.56,-0.344,1,Chromista
13104,Chaetoceros compressus,5.10746,-1.24307,1,Chromista
13104,Chaetoceros constrictus,5.10746,-1.24307,1,Chromista
13104,Chaetoceros convolutus,5.10746,-1.24307,1,Chromista
13104,Chaetoceros debilis,5.10746,-1.24307,1,Chromista
13104,Chaetoceros decipiens,5.10746,-1.24307,1,Chromista
13104,Chaetoceros didymus,5.10746,-1.24307,1,Chromista
13104,Chaetoceros radicans,5.10746,-1.24307,1,Chromista
13104,Chnoospora minima,5.342375,-0.613522,1,Chromista
13104,Colpomenia sinuosa,5.466667,-0.4,1,Chromista
13104,Corethron hystrix,5.10746,-1.24307,1,Chromista
13104,Coscinodiscus angustelineatus,5.10746,-1.24307,1,Chromista
13104,Coscinodiscus centralis,5.10746,-1.24307,1,Chromista
13104,Coscinodiscus granii,5.10746,-1.24307,1,Chromista
13104,Cylindrotheca closterium,5.10746,-1.24307,1,Chromista
13104,Cylindrotheca fusiformis,5.10746,-1.24307,1,Chromista
13104,Detonula pumila,5.10746,-1.24307,1,Chromista
13104,"Dictyocha Ehrenberg, 1837",5.56,-0.344,4,Chromista
13104,Dictyopteris delicatula,5.587558,-0.078678,1,Chromista
13104,Dictyota ciliolata,5.05,-1.483333,2,Chromista
13104,Dictyota ciliolata,5.546352,-0.18298,1,Chromista
13104,Dictyota ciliolata,5.55,-0.183333,6,Chromista
13104,Dictyota ciliolata,5.6,-0.066667,3,Chromista
